file_path,trust_hits,scholar_bib,scholar_page,s2,crossref,openreview,arxiv,openalex,pubmed,europepmc,doi_csl,doi_bibtex
output/Orji (-1cHtBQAAAAJ)/Adib2025-CombiningData.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ye (4OQaVGUAAAAJ)/Huang2022-DeadlineAware.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Zhang2022-CyberbullyingDefinitions.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-CriticalAnalysis.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Abidi (fzr2PUYAAAAJ)/Morris2025-OptimizingPrescribing.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Liu2022-DevelopmentEvaluation.bib,5,0,0,1,1,0,0,0,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Orji2025-DesignDevelopment.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Etienne2025-DevelopingInteractive.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Evans (NqlOPkMAAAAJ)/Cao2021-DigitalActivism.bib,5,0,0,1,1,0,0,0,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Jha2025-EngagingCaregivers.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Agyeiboapeah2022-DisruptiveInnovation.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-ExploringLarge.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oyebode (-6DsTnMAAAAJ)/Oyebode2021-SleepFitPersuasive.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Zhang2022-DoesCitizen.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-ExploringPersuasive.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Iyer2025-ExploringPlayability.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Ye2022-EvaluationConvergence.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Evans (NqlOPkMAAAAJ)/Evans2022-GuestEditorial.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ndulue2024-ExploringImpact.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alhasani2024-ExploringTrends.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Wei2022-HowDo.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Nkwo2025-FactorsAssociated.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oyebode (-6DsTnMAAAAJ)/Oyebode2021-TailoringPersuasive.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Liu2022-HowOfficial.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-FoodMukbang.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Yisa2025-BirthdayCheers.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-FtsApp.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Yao2022-InequitiesHealth.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Okenyi2025-GoingVegan.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Haider2026-ComparisonSpatio.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Reen2024-ICareInsights.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Beiko2025-AutomatedEDNA.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Evans (NqlOPkMAAAAJ)/Sahli2022-KnowledgeVisualization.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Nwagu2024-InsightsEvaluation.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Okuboyejo2025-InsightsUser.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Huang2022-MedicalInformatics.bib,4,0,0,0,1,0,0,1,0,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Wlodarski2025-CARDK.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Murray2025-InvestigatingAssociations.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Alvarofuss2025-EffectBedrest.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Evans (NqlOPkMAAAAJ)/Huang2022-PromotingPublic.bib,5,0,0,1,1,0,0,0,1,1,1,0
output/Oyebode (-6DsTnMAAAAJ)/Oyebode2021-TreeCareDevelopment.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Beiko2025-ParallelEvolCCMQuantifying.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Fetrati2025-LeveragingGenerative.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Hsu2025-ProfilingLateral.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Jha2025-LifeLinkDesign.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Cuvero2022-EffectsKnowledge.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alipour2025-LightweightEarly.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Choudoir2025-CaseMicrobiome.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Nwokolo2025-MachineLearning.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Ye2022-ImpactCounty.bib,4,0,0,1,1,0,0,0,0,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Luy2024-AutomatedEnvironmental.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Wyngaarden2024-EvaluatingAutonomous.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ye (4OQaVGUAAAAJ)/Zhou2021-DeepReinforcement.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Kim2024-IdentificationKey.bib,3,0,0,1,0,0,0,0,1,0,1,0
output/Evans (NqlOPkMAAAAJ)/Shi2021-UnderstandingEffects.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Sidorov2025-MonitoringOpioid.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Oyebode (-6DsTnMAAAAJ)/Oyebode2020-HybridRecommender.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Zhang2021-DesignCommunication.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Haider2023-MockMicrobial.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Mane2024-PlasevalFramework.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Srivastava2025-MotivatingPhysical.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ezembu2025-MultiModal.bib,4,0,0,0,1,0,0,1,0,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Sonnichsen2024-TowardsAutomated.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Alcock2022-CARD2023.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Musumbulwa2025-MyHealthCoreTowards.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Evans (NqlOPkMAAAAJ)/Cao2021-AnalysisSocial.bib,5,0,0,0,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-MyShoppingBuddyExploring.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Hendricks2023-CompactAutomated.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Hall2023-CorrectionSuspension.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Aremu2025-ReliabilityLarge.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ahmad2025-OpioidNamed.bib,3,0,0,1,0,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Burns2025-PandemicRelated.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ralph (oRBuFa0AAAAJ)/Ralph2020-PandemicProgramming.bib,7,0,1,1,1,0,0,1,1,1,1,0
output/Abidi (fzr2PUYAAAAJ)/Singh2025-UnsupervisedClustering.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Wilcox2023-IntegratingSeascape.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-PersuasionBehavior.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Srivastava2025-PetBuddyExamination.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ralph (oRBuFa0AAAAJ)/Ralph2020-ACMSIGSOFT.bib,1,0,0,0,1,0,0,0,0,0,0,0
output/Beiko (OmUy3vUAAAAJ)/Kafaie2023-SarandExploring.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Osho2025-PiracyPerspective.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alhasani2024-PromotingStress.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ibitoye2025-RethinkingResponsible.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Liu2022-CommunityCoevolution.bib,4,0,0,1,1,0,0,0,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Orji2025-RevitalizingWellbeing.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Hendricks2022-MiniaturizedAutomated.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Desai2025-SANSTRACAS.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Hall2022-SearchPerio.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Pesaranghader2022-DeepSimDEFDeep.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Patel2025-SerencoachAi.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Bhattacharya2025-SexEducated.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Sanderson2022-ExploringMobilome.bib,5,0,0,1,1,0,0,1,0,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Bernardino2021-GenomeScale.bib,5,0,0,1,1,0,0,0,1,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Kim2022-MachineLearning.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Beiko (OmUy3vUAAAAJ)/Gulavi2022-VaginalMicrobiota.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Rudzicz (elXOB1sAAAAJ)/Rudzicz2020-EthicsArtificial.bib,4,0,0,1,0,0,1,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Iyer2024-SmartphoneGames.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2024-SocialExergames.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Almutari2024-StepsBoosterS.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2025-SystematicReview.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alqahtani2025-EffectivenessTechnology.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ndulue2024-ImpactPersuasive.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Boruah2025-ModeratingRole.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ndulue2025-MotivationalAppeal.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2024-ShapeMobile.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Yisa2025-WhoWants.bib,5,0,1,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2024-AfricanFoods.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Hakim2024-OnlineApplication.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Lomotey2024-AutomaticDetection.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Yisa2024-BridgingPrivacy.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Adu2024-CenteringEquity.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Anukem2024-DROPDASH.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Aremu2024-EdgeTomorrow.bib,3,0,0,0,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Peachey2025-EvaluatingLow.bib,2,0,0,1,0,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2024-EthicalPractices.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Silva2025-HideSeek.bib,3,0,0,1,0,0,1,0,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Oore2025-MeasurementPersonal.bib,4,0,1,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2024-ExploringAI.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2024-ExploringDeep.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Tonon2025-ObjectiveAssessment.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dikaios2026-SamplingNatural.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2025-TestTime.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ndulue2024-ExploringInfluence.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Lowe2024-EmpiricalStudy.bib,3,0,0,1,0,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2024-DiffAugDiffuse.bib,5,0,0,1,1,0,1,1,0,0,1,0
output/Abidi (fzr2PUYAAAAJ)/Woensel2025-WordEmbeddings.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2024-SeeingSyntax.bib,4,0,0,1,0,0,1,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2024-SelfSupervised.bib,5,0,1,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2024-SensitivityGenerative.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ye (4OQaVGUAAAAJ)/Wang2021-HTRJoint.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Huang2024-SymbolicMusic.bib,4,0,0,1,0,0,1,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Omisore2024-ExtendedReality.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Oore (cI0dYX4AAAAJ)/Brade2024-SynthScribeDeep.bib,5,0,0,1,1,0,1,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2023-FeelingMoodie.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2024-FutureResearch.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dikaios2023-ApplicationsSpeech.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Oore (cI0dYX4AAAAJ)/Peachey2023-CreatingLatent.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2023-ManifestationDepression.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Ye (4OQaVGUAAAAJ)/Ye2021-LearningBased.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Hanafi2023-PreventionObstructive.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Brade2023-PromptifyText.bib,5,0,0,1,1,0,1,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Yisa2024-HiddenDesires.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Reen2024-ICareFindings.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Eboreime2024-PersonVs.bib,4,0,0,1,0,0,0,0,1,1,1,0
output/Oore (cI0dYX4AAAAJ)/Sinclair2023-BeginningAI.bib,6,0,1,1,1,0,0,1,0,1,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2023-IncreasingMotivation.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Wehbe (UrFw3XEAAAAJ)/Wehbe2020-PersonalSpace.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Napier2023-TransferringMovement.bib,0,0,0,0,0,0,0,0,0,0,0,0
output/Orji (-1cHtBQAAAAJ)/Alslaity2022-MachineLearning.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2022-DetectingDepression.bib,0,0,0,0,0,0,0,0,0,0,0,0
output/Orji (-1cHtBQAAAAJ)/Weerasinghe2024-NoClaims.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ye (4OQaVGUAAAAJ)/Yan2021-LearningBased.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alslaity2024-PersonalizedPersuasive.bib,3,0,0,0,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Almutari2024-PersuasiveDeterminants.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Lowe2022-EchofilterDeep.bib,4,0,0,1,1,0,1,0,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Afonja2022-GenerativeExtraction.bib,3,0,0,1,0,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Lowe2021-LogicalActivation.bib,4,0,0,1,0,0,1,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Dumpala2022-CombiningGlobal.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Oyebode2024-PersuasiveStrategies.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Adaji2024-Preface7th.bib,0,0,0,0,0,0,0,0,0,0,0,0
output/Orji (-1cHtBQAAAAJ)/Banire2024-SmartphoneDelivered.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Oore (cI0dYX4AAAAJ)/Napier2022-SequenceModeling.bib,0,0,0,0,0,0,0,0,0,0,0,0
output/Evans (NqlOPkMAAAAJ)/Chen2020-EmployeeUse.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Orji2024-SmileAppDesign.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Oore (cI0dYX4AAAAJ)/Napier2022-SpectralAnalysis.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Rayess2026-ModelingOptimizing.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Lahoud2026-OptimizingSplit.bib,0,0,0,0,0,0,0,0,0,0,0,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2025-AdaptiveClustering.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Beiko (OmUy3vUAAAAJ)/Huang2021-ChangesBacterial.bib,3,0,0,0,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Lahoud2025-ClientSelection.bib,5,0,0,1,1,0,1,1,0,0,1,0
output/Abidi (fzr2PUYAAAAJ)/Kureshi2024-TopologicalData.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Durand2025-CrossDevice.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Rayess2025-EvaluatingEnergy.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ataguba2024-TowardDesign.bib,2,0,0,0,1,0,0,0,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Delplace2025-ExploringLR.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Orji2023-TowardsUnderstanding.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2025-FederatedLearning.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Ye (4OQaVGUAAAAJ)/Li2021-MultiserviceFunction.bib,3,0,0,0,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2024-LongitudinalAnalysis.bib,2,0,0,0,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Alslaity2023-PanoramicView.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2025-FederatedNon.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Lahoud2025-FragmentLevel.bib,4,0,0,1,0,0,1,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Ndulue2023-UsabilityEvaluation.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Huang2025-PhysicalLayer.bib,5,0,0,1,1,0,1,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Lahoud2025-SemanticCommunication.bib,3,0,0,1,0,0,1,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Oyibo2023-AdaptivePersonalized.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Li2025-UnsupervisedAnomaly.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Green2023-ApplyingQ.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2024-EdgeSelection.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Durand2024-FederatedLearning.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Marindragu2023-AssociationsActive.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2024-NonCooperative.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Orji2023-AugmentedReality.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Yassine2023-FourSided.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Rudzicz (elXOB1sAAAAJ)/Khalid2020-EvaluationDeep.bib,6,0,0,1,1,0,0,1,1,1,1,0
output/Orji (-1cHtBQAAAAJ)/Alipour2023-BehaviourBot.bib,2,0,0,1,0,0,0,0,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Awada2023-MultiArmed.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Rapp2023-BehavRecWorkshop.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Iskandarani2023-NeuralNetwork.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Nwagu2023-ChaiWallpaper.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Awada2023-StackelbergGame.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Weerasinghe2023-DynamicsEmotion.bib,5,0,0,1,1,0,0,0,1,1,1,0
output/Oyebode (-6DsTnMAAAAJ)/Olagunju2020-ExploringKey.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Awada2023-DynamicMulti.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Khawam2023-EdgeLearning.bib,3,0,0,0,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Nwagu2023-EEGBased.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Oyebode2024-EmotionDetection.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Loubany2023-EnergyEfficiency.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Mulchandani2022-ExploringEffectiveness.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Chan2023-GardenQuestHexad.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Abidi (fzr2PUYAAAAJ)/Abidi2024-CharacterizingCluster.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Loubany2023-JointThroughput.bib,3,0,0,1,1,0,0,0,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Fawaz2023-QueueAware.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Rayess2023-RALIIncreasing.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Orji (-1cHtBQAAAAJ)/Jha2023-IdentificationRisk.bib,4,0,0,1,1,0,0,1,0,0,1,0
output/Lahoud (Fnkc3a4AAAAJ)/Rayess2023-StudyLoRaWAN.bib,4,0,0,1,1,0,0,1,0,0,1,0
